id;nome;nazione;citta;indirizzo;latitudine;longitudine;prezzoMedio;delivery;booking;tipoCucina;descrizione;servizi;recensioniIDs
180;Dun;US;Bluefields;20 Delladonna Trail;18.1741581;-78.0295273;85;false;true;Argentina;Assimilated actuating synergy;Phased background capacity;[]
181;Chelsae;US;Rio das Pedras;7 Farwell Hill;-22.8481591;-47.6063666;83;true;true;Cinese;Cross-group incremental model;Down-sized value-added paradigm;[]
182;Deonne;BE;Rybatskoye;4345 Browning Drive;59.834171;30.5188521;34;false;false;Argentina;Monitored attitude-oriented parallelism;Stand-alone mission-critical local area network;[]
183;Jermayne;US;Corinto;1 Roxbury Alley;-18.3591857;-44.6254642;66;true;false;Russa;Optional neutral portal;Right-sized multi-tasking hardware;[]
184;Benedicto;US;Lampang;85972 Lakewood Gardens Point;18.2855395;99.5127895;29;true;false;Russa;Object-based needs-based algorithm;Organic multi-tasking data-warehouse;[]
185;Xena;LT;Udanin;9 Pawling Trail;51.0377167;16.450466;79;false;false;Cinese;Grass-roots optimizing implementation;Realigned discrete portal;[]
186;Melita;US;Looc;732 Mifflin Street;12.261245;121.990929;80;true;true;Argentina;Diverse global implementation;Adaptive scalable standardization;[]
187;Kristal;US;Pingtan;9 Basil Park;25.49872;119.790168;62;false;false;Italiana;Function-based stable open system;Versatile upward-trending productivity;[]
188;Devina;US;San Vicente de Moravia;58 Drewry Court;9.9748039;-84.0322316;70;false;false;Russa;Organized 24 hour algorithm;Future-proofed background hub;[]
189;Klaus;MT;Kopen;168 Petterle Court;-7.5749752;110.6317907;99;true;true;Cinese;Secured zero defect moderator;Phased content-based focus group;[]
190;Binni;ES;Sixi;05 Independence Alley;27.720727;118.132068;68;false;false;Argentina;Ergonomic fault-tolerant flexibility;Monitored 24/7 moratorium;[]
191;Karel;AT;Bagansiapiapi;641 Morningstar Street;2.157713;100.8162;33;true;false;Argentina;User-friendly composite database;Customer-focused human-resource capability;[]
192;Mahala;US;Mutangyuan;0 Darwin Circle;29.008966;111.573724;22;false;false;Cinese;User-friendly multi-state encryption;Pre-emptive intermediate synergy;[]
193;Abner;US;Plalar;4 Everett Trail;-7.935534;110.7148829;5;true;true;Italiana;Adaptive bandwidth-monitored installation;Customer-focused maximized conglomeration;[]
194;Crystal;IT;Kolonowskie;133 Debs Terrace;50.655135;18.3329704;71;false;false;Argentina;Ameliorated needs-based access;Innovative discrete neural-net;[]
195;Markos;US;Liulihe;532 Arkansas Terrace;39.600532;116.032938;37;false;true;Italiana;Advanced analyzing service-desk;Grass-roots tangible utilisation;[]
196;Bernhard;DE;Xi’an;2 Ridge Oak Lane;34.341574;108.93977;9;true;true;Cinese;Visionary maximized structure;Polarised systematic hardware;[]
197;Judith;DE;Sionogan;92046 Roth Center;6.00528;120.94861;16;false;true;Cinese;Versatile tangible Graphical User Interface;Realigned needs-based matrix;[]
198;Whitman;US;Yabluniv;50142 Mesta Way;48.4018664;24.9415656;68;false;false;Russa;Enhanced uniform productivity;Upgradable secondary website;[]
199;Brooke;IT;Oyo;3474 Forest Run Point;7.8429579;3.9368439;81;true;true;Cinese;Open-source tangible help-desk;Streamlined national flexibility;[]
200;Ethe;US;Shreveport;6010 Northridge Court;32.59;-93.85;92;false;true;Russa;Reverse-engineered mission-critical analyzer;Grass-roots directional infrastructure;[]
201;Brigida;US;Jianguo;1 Dakota Road;39.909214;116.45252;81;false;true;Russa;Reduced uniform leverage;Exclusive foreground matrices;[]
202;Phedra;US;Embu;87242 Jackson Pass;-23.6515085;-46.8521864;33;true;true;Russa;Organized radical array;Inverse motivating success;[]
203;Tobey;US;Lidoríki;4579 Sommers Park;38.5274257;22.2033742;6;true;true;Argentina;Synergistic 24 hour analyzer;De-engineered non-volatile customer loyalty;[]
204;Randolph;US;Siuna;5 Summit Way;13.7405282;-84.7811621;92;false;true;Italiana;Fully-configurable eco-centric migration;Diverse maximized access;[]
205;Hall;IT;Osinniki;25842 Lighthouse Bay Parkway;53.5484776;87.2598304;4;true;true;Italiana;Programmable system-worthy benchmark;Sharable 24/7 monitoring;[]
206;Sherie;PT;Timezgana;59520 Montana Street;34.58;-4.73;18;false;false;Cinese;Object-based bottom-line project;Public-key 24 hour architecture;[]
207;Fonz;IT;Montpellier;88 Moland Terrace;43.6121586;3.8626074;10;true;true;Russa;Devolved global intranet;Synergized maximized synergy;[]
208;Idalina;IT;Sandao;48541 Morningstar Crossing;30.862289;103.915953;41;false;true;Cinese;Down-sized cohesive software;Organic 24 hour matrix;[]
209;Rickert;US;Kukuluk;9568 Rutledge Place;-6.562;105.9917;100;true;true;Russa;Balanced demand-driven task-force;Customizable incremental capability;[]
210;Duky;US;Natitingou;5613 Redwing Road;10.2963526;1.3806902;10;true;false;Russa;Digitized human-resource model;Multi-lateral optimizing groupware;[]
211;Isabel;US;Jiangwakou;868 Calypso Trail;39.525207;117.711487;68;false;false;Argentina;Vision-oriented human-resource array;Exclusive discrete algorithm;[]
212;Morris;US;Huangqi;93 Novick Park;44.284636;129.459707;48;true;false;Argentina;Future-proofed background benchmark;Triple-buffered non-volatile project;[]
213;Sebastian;DE;Ishikari;53 Shopko Terrace;43.1497943;141.2852678;23;true;false;Italiana;Ergonomic system-worthy policy;Down-sized system-worthy process improvement;[]
214;Jarrad;IT;Jacksonville;3323 Bartelt Drive;30.3617348;-81.6966306;35;true;true;Italiana;Front-line dedicated protocol;Optional secondary middleware;[]
215;Luisa;AT;Pasongsongan;57339 Blue Bill Park Junction;-6.9485479;113.6561725;31;true;true;Cinese;Open-architected uniform conglomeration;Object-based 3rd generation orchestration;[]
216;Barnard;US;San Mateo;7578 Twin Pines Alley;16.879252;121.586713;6;true;true;Italiana;Cross-platform even-keeled hub;Total neutral structure;[]
217;Llewellyn;US;Hankazi;443 Thompson Pass;44.10356;86.12402;7;true;false;Russa;Visionary 6th generation strategy;Secured incremental neural-net;[]
218;Edgardo;IT;Ipameri;2 Spaight Park;-17.722004;-48.1585601;18;true;true;Russa;Integrated next generation focus group;Business-focused directional matrix;[]
219;Delores;US;Níkaia;97991 Karstens Street;37.9746194;23.6412944;1;true;true;Russa;Digitized dedicated implementation;Realigned composite forecast;[]
220;Rik;US;Xianchiyu;83 Charing Cross Center;29.46392;110.4714;54;false;false;Italiana;Decentralized needs-based forecast;Reactive actuating frame;[]
221;Harli;SK;Tumauini;9 Fisk Junction;17.263531;121.834345;52;false;false;Russa;Right-sized system-worthy success;Up-sized exuding pricing structure;[]
222;Ashley;US;Ewirgol;7571 Sunnyside Junction;42.96444;87.66111;73;false;false;Russa;Ameliorated zero administration adapter;Synchronised radical product;[]
223;Quinlan;AT;Letpandan;13791 Jackson Junction;17.7917146;95.7563151;13;true;false;Italiana;Self-enabling logistical benchmark;Virtual heuristic attitude;[]
224;Ketty;DK;Polovinnoye;7037 Summerview Place;54.7894086;65.9674841;44;false;true;Russa;Mandatory uniform local area network;Total dynamic secured line;[]
225;Dill;AT;Dimitrovgrad;3279 New Castle Junction;42.1400691;25.5719576;75;false;true;Argentina;Total explicit groupware;Synchronised optimal projection;[]
226;Lise;IT;Changliang;75267 Bunker Hill Plaza;24.2410769;117.6558038;23;false;false;Russa;Persevering bifurcated software;Up-sized multi-tasking utilisation;[]
227;Hadleigh;DE;Chaiyaphum;1 Loftsgordon Alley;16.5361315;101.6612934;11;true;true;Russa;Digitized clear-thinking flexibility;Configurable high-level budgetary management;[]
228;Maridel;US;Puning;50 Carberry Plaza;23.297493;116.165777;80;true;true;Argentina;Optional user-facing capacity;Robust bifurcated neural-net;[]
229;Jodie;US;La Sierpe;8 Talisman Pass;21.6495224;-79.2451149;7;false;true;Argentina;Triple-buffered bandwidth-monitored open architecture;Multi-lateral bottom-line moderator;[]
230;Corliss;ES;Chengxi;3577 Oak Alley;36.628305;101.765843;47;true;false;Russa;Pre-emptive bottom-line circuit;Fully-configurable impactful portal;[]
231;Kassey;NL;Várzea;6 Elmside Street;41.2749848;-8.0080212;43;false;true;Argentina;Innovative client-server database;Multi-lateral 24/7 hardware;[]
232;Angelico;US;Neochóri;38 Schiller Circle;39.3046388;23.2207655;83;false;false;Cinese;Decentralized homogeneous productivity;Networked context-sensitive service-desk;[]
233;Raquel;US;Gaosheng;414 Onsgard Crossing;23.41698;113.078569;82;true;true;Russa;Digitized eco-centric moratorium;Multi-channelled maximized secured line;[]
234;Ainsley;US;Ilongero;6252 Drewry Court;-4.6694294;34.8706935;60;false;true;Argentina;Open-architected multimedia software;Function-based zero tolerance projection;[]
235;Alfonse;RO;Yudai;25848 Anniversary Drive;32.223502;118.905952;16;false;false;Russa;Assimilated reciprocal middleware;Persevering discrete function;[]
236;Cherri;US;Fenggao;5275 Donald Terrace;29.421736;105.682385;53;true;true;Russa;Assimilated full-range emulation;Reduced motivating implementation;[]
237;Errol;US;Buka;0125 Nancy Alley;-8.681402;115.1957203;52;true;false;Cinese;Assimilated demand-driven frame;Profound 24 hour process improvement;[]
238;Veronique;IT;Al Maḩfid;02 Miller Alley;14.061619;46.914966;50;true;true;Russa;Upgradable tertiary framework;Integrated bandwidth-monitored software;[]
239;Walt;US;Ashley;5458 Rutledge Pass;51.4139633;-2.2685462;66;false;true;Italiana;Phased zero tolerance methodology;Innovative impactful intranet;[]
240;Jilly;US;Ciénaga de Oro;9 Boyd Way;8.8105088;-75.632447;8;true;false;Argentina;Organic actuating extranet;Balanced tertiary extranet;[]
241;Rikki;US;Nelson;2 Hanson Center;-36.8537995;174.7573811;69;false;true;Russa;Object-based scalable toolset;Expanded tangible forecast;[]
242;Janaye;US;Saintes;7680 Division Road;43.3423246;1.2606792;15;false;true;Italiana;Object-based attitude-oriented open system;Optional mobile matrices;[]
243;Delphine;US;Wuqishan;8 Reinke Place;27.756647;118.035309;16;true;true;Cinese;De-engineered homogeneous service-desk;Reverse-engineered human-resource forecast;[]
244;Leonerd;DE;Mugumu;062 Hanover Pass;-1.8413007;34.6690605;86;true;true;Cinese;Open-architected homogeneous core;Reverse-engineered optimal access;[]
245;Cynde;IE;Garupá;198 Bellgrove Place;-26.8191146;-55.0182151;75;false;true;Cinese;Open-source foreground circuit;Public-key multi-state focus group;[]
246;Goldarina;US;Sukamaju;55 Morning Way;-6.4185424;106.8502879;30;true;false;Italiana;Programmable actuating ability;Ergonomic tangible framework;[]
247;Chelsae;DE;San Rafael;9810 Norway Maple Circle;-10.32553;-76.087997;5;true;true;Cinese;Enterprise-wide scalable paradigm;Re-engineered multi-tasking matrix;[]
248;Ginger;US;Venustiano Carranza;736 Clarendon Drive;20.5083303;-97.6724456;35;false;true;Argentina;Re-engineered static synergy;Enterprise-wide value-added paradigm;[]
249;Tuckie;BE;Lyubymivka;26 Lakeland Terrace;46.8071439;33.5698471;40;true;false;Argentina;Quality-focused national open system;Extended impactful matrix;[]
250;Bernete;NL;Mibu;25 Dorton Crossing;34.6796489;132.5509347;32;true;true;Russa;Synchronised contextually-based open architecture;Stand-alone disintermediate service-desk;[]
251;Walsh;GR;Liangshui;00375 Jackson Lane;36.588392;115.891646;57;false;true;Cinese;Reduced demand-driven info-mediaries;Intuitive executive projection;[]
252;Perice;DE;Qinglin;6039 Johnson Junction;25.637152;106.979574;46;true;false;Cinese;Quality-focused object-oriented database;Face to face tertiary artificial intelligence;[]
253;Skipton;FR;Bakau;5 Grover Way;13.4794397;-16.6703963;28;true;true;Cinese;Adaptive impactful firmware;Operative motivating implementation;[]
254;Sarine;US;Boavista;10738 Loftsgordon Place;41.6102475;-8.7135144;41;false;false;Russa;Polarised responsive implementation;Secured foreground interface;[]
255;Leroi;US;Suzaka;592 Kinsman Road;36.504083;138.1146139;36;true;true;Italiana;Grass-roots 3rd generation frame;Advanced executive throughput;[]
256;Corby;US;Tenancingo;5 Russell Place;13.8354819;-88.9856574;10;false;true;Argentina;Customer-focused leading edge toolset;Organic secondary leverage;[]
257;Waldo;LU;Datang;3106 East Avenue;29.693316;120.167774;34;false;false;Russa;Streamlined responsive framework;Sharable optimizing infrastructure;[]
258;Margette;IE;Tsiombe;2 Fisk Pass;-25.3168473;45.4863093;25;true;true;Cinese;Enhanced composite capacity;De-engineered national moderator;[]
259;Emmy;US;Cential;96 Steensland Trail;40.4234188;-8.7397233;15;false;false;Italiana;Realigned coherent hub;Triple-buffered multimedia definition;[]
260;Kriste;US;Shanjeev Home;946 Eliot Circle;6.9787414;79.9310946;77;true;false;Argentina;Robust even-keeled hierarchy;Optional bandwidth-monitored firmware;[]
261;Jeana;US;Sandakan;2046 Cottonwood Court;5.83864;118.116958;1;true;true;Argentina;Secured bandwidth-monitored hub;User-friendly responsive open architecture;[]
262;Vikki;US;Boston;96 Gateway Street;14.6208802;121.0425592;67;false;true;Argentina;Inverse 6th generation hardware;Persistent holistic intranet;[]
263;Juliet;US;Al Qāmishlī;95215 Golf Avenue;37.054943;41.2282471;83;true;true;Argentina;Customizable needs-based array;Enhanced methodical initiative;[]
264;Camellia;US;Chinandega;10 Kim Road;12.6234721;-87.1273253;54;true;true;Argentina;Ameliorated 24/7 archive;Re-engineered non-volatile secured line;[]
265;Purcell;ES;Cúcuta;255 Vahlen Place;7.8890971;-72.4966896;73;false;true;Argentina;Polarised composite hierarchy;Cloned value-added initiative;[]
266;Katerine;FR;Limoges;2 Grim Plaza;45.521519;3.5276642;57;false;true;Cinese;Innovative intermediate structure;Assimilated cohesive website;[]
267;Sydel;US;Tamansari;91 Norway Maple Alley;-7.8100327;110.3592495;89;false;false;Russa;Advanced user-facing hardware;Innovative user-facing installation;[]
268;Joelle;IT;Uppsala;9 Northland Road;59.8646264;17.6912342;81;true;false;Argentina;Open-architected zero tolerance intranet;Open-source analyzing hardware;[]
269;Romonda;DE;Esik;015 Gina Plaza;43.3514833;77.4600674;93;true;false;Italiana;Re-contextualized exuding artificial intelligence;Multi-layered neutral extranet;[]
270;Josefina;LU;Ombarade;21204 Pierstorff Road;-9.5623345;119.2930875;11;false;false;Italiana;Pre-emptive discrete knowledge base;Triple-buffered bi-directional model;[]
271;Merrilee;IT;Saint-Denis;4 Coleman Place;48.9352465;2.3458952;30;false;true;Italiana;Customer-focused fresh-thinking ability;Streamlined asynchronous capability;[]
272;Almire;US;Zandak;0 Forest Run Place;43.0606276;46.459691;93;false;true;Italiana;Versatile web-enabled success;Realigned exuding definition;[]
273;Roddie;US;Starigrad;52 Kennedy Hill;44.7984547;14.8829285;90;false;false;Italiana;Grass-roots reciprocal process improvement;Centralized executive capability;[]
274;Bamby;DE;Tauranga;71279 Clemons Junction;-37.6981612;176.1595188;49;true;true;Cinese;Customer-focused disintermediate complexity;Reactive leading edge contingency;[]
275;Hughie;NL;El Paso;7144 Killdeer Plaza;31.77;-106.43;41;true;false;Italiana;Optional intangible open system;Expanded cohesive data-warehouse;[]
276;Corbie;US;Bitung;23503 3rd Terrace;1.4403744;125.1216524;67;true;true;Cinese;Team-oriented global capability;Programmable directional parallelism;[]
277;Lanie;US;Västra Frölunda;96 Walton Drive;57.6593247;11.8915238;74;true;true;Argentina;Adaptive asymmetric framework;Virtual 24/7 data-warehouse;[]
278;Manolo;US;Umeå;23880 Hallows Road;63.827461;20.2599325;50;false;false;Italiana;Inverse empowering model;Upgradable reciprocal collaboration;[]
279;Ike;US;Córdoba;89 Dayton Circle;4.392095;-75.687434;100;false;false;Argentina;Intuitive neutral protocol;Fundamental empowering concept;[]
280;Billie;US;San Pedro;5 South Avenue;-16.5030766;-68.1346594;77;true;false;Italiana;Self-enabling system-worthy adapter;Virtual needs-based algorithm;[]
281;Bennie;US;Gvardeysk;9 Shopko Road;54.6516221;21.0668477;19;true;false;Russa;Seamless contextually-based budgetary management;Business-focused uniform model;[]
282;Rebeka;US;Esperalvillo;9048 Mifflin Lane;18.8121479;-70.0347754;65;true;true;Cinese;Extended radical monitoring;Implemented responsive knowledge base;[]
283;Reeta;BE;Heby;364 La Follette Junction;59.1631398;17.1921015;36;true;true;Cinese;User-centric dedicated emulation;Exclusive attitude-oriented support;[]
284;Stacee;US;Governor’s Harbour;45386 Roxbury Place;25.1962025;-76.2406701;74;true;false;Argentina;Multi-tiered upward-trending pricing structure;Total bi-directional archive;[]
285;Ahmad;US;Stockholm;23 Riverside Center;47.0168309;-68.1430168;45;true;true;Argentina;Object-based content-based process improvement;Multi-lateral fault-tolerant conglomeration;[]
286;Mirabella;US;Quitilipi;634 Onsgard Center;-26.883247;-60.216667;62;true;true;Italiana;Reactive radical customer loyalty;Digitized 4th generation capacity;[]
287;Hagen;PT;Hecheng;83 Haas Crossing;27.578926;110.040315;21;true;true;Cinese;Diverse executive protocol;Streamlined mission-critical complexity;[]
288;Tonya;US;Volodarka;42101 Trailsway Park;49.5265342;29.9197237;52;true;true;Cinese;Streamlined background concept;Future-proofed content-based extranet;[]
289;Genni;US;Ningdun;430 Marcy Way;30.456361;119.117626;47;false;true;Italiana;Programmable 24/7 capacity;Down-sized static pricing structure;[]
290;Bailie;AT;Pleasant Point;95285 Walton Drive;-44.284437;171.0279044;96;true;false;Italiana;Multi-layered empowering matrices;Public-key bottom-line concept;[]
291;Arley;AT;Maguyam;59615 Springview Pass;14.2647129;121.0062678;56;false;true;Argentina;Open-source methodical encryption;Persevering secondary flexibility;[]
292;Sonia;FR;Ragay;583 Carpenter Court;13.8185096;122.7973241;97;false;false;Russa;Extended stable leverage;Programmable regional functionalities;[]
293;Rebecca;US;Biscucuy;966 Ohio Circle;9.3595215;-69.9877879;45;false;true;Italiana;Realigned regional flexibility;Devolved multi-state capacity;[]
294;Sophi;AT;Saint-Jean-de-Luz;742 Warrior Parkway;43.3531543;-1.6300821;61;false;true;Italiana;Fundamental bifurcated core;Enterprise-wide discrete forecast;[]
295;Erwin;IE;Ketangi;3480 Lunder Street;-7.8003628;110.0181673;91;false;true;Russa;Digitized explicit support;Ergonomic neutral approach;[]
296;Pierson;US;Dębe Wielkie;8790 Grim Drive;52.2081565;21.46318;84;false;true;Italiana;Persistent responsive secured line;Managed motivating help-desk;[]
297;Kristin;US;Hinigaran;78385 Dayton Court;10.2203274;123.0540501;84;true;false;Italiana;Reduced directional methodology;Exclusive 24 hour contingency;[]
298;Umberto;US;Guojia;497 Sommers Road;39.8086333;116.4455561;30;true;false;Russa;Decentralized static contingency;Synergized grid-enabled pricing structure;[]
299;Corenda;US;Cilegi;948 Prairieview Avenue;-6.0025343;106.0111203;48;false;true;Italiana;Automated multi-state challenge;Progressive contextually-based paradigm;[]
300;Matteo;DE;Sumberdangdang;59287 Pine View Alley;-8.0591896;112.2014675;74;true;false;Cinese;Visionary zero defect product;Quality-focused 24 hour open architecture;[]
301;Jessamyn;AT;Jajce;15 New Castle Parkway;44.3398061;17.2712934;42;false;true;Argentina;Fundamental bottom-line hardware;Profound bandwidth-monitored alliance;[]
302;Bobby;BE;Huwan;3 Lerdahl Circle;31.680023;114.576901;49;true;true;Russa;Inverse uniform hardware;Multi-tiered logistical hub;[]
303;Dirk;US;Andapa;65 Havey Parkway;-14.658228;49.6452092;74;true;false;Argentina;De-engineered impactful moratorium;Synergized full-range software;[]
304;Elfie;US;Ovsyanka;795 Eastwood Road;52.9918299;43.6510502;73;true;true;Russa;Multi-layered mobile artificial intelligence;Automated full-range encoding;[]
305;Saleem;BG;Chifeng;28 Banding Road;42.25785;118.886931;96;false;false;Argentina;Realigned cohesive leverage;Exclusive multimedia approach;[]
306;Prentiss;FR;Pahing Pamulihan;23959 Morning Crossing;-6.9592076;108.5244179;47;false;false;Cinese;Virtual homogeneous database;Networked 3rd generation instruction set;[]
307;Sue;BE;Huangbei;0 Corben Place;24.412155;115.744112;14;true;true;Russa;Expanded intermediate local area network;Fundamental zero defect contingency;[]
308;Peggi;US;Nová Role;8 Grim Trail;50.2709275;12.7842341;64;true;false;Argentina;Monitored neutral analyzer;Down-sized modular ability;[]
309;Marji;DE;Skrzydlna;43 Crowley Lane;49.7524226;20.1868688;25;false;false;Russa;User-centric didactic implementation;Devolved motivating conglomeration;[]
310;Sammy;US;Houston;66237 Arapahoe Way;29.9305879;-95.5984925;24;true;true;Argentina;Programmable 6th generation algorithm;Cross-platform demand-driven monitoring;[]
311;Chloe;AT;Zuogaimanma;63976 Declaration Parkway;34.99562;103.053321;3;true;true;Italiana;Ergonomic next generation success;Open-source dedicated synergy;[]
312;Samantha;US;Mrongi Daja;03762 Debra Avenue;-7.0967;113.6588;89;false;true;Italiana;Enterprise-wide methodical matrix;Advanced asynchronous process improvement;[]
313;Jennette;LU;Girey;49 Carioca Plaza;43.1613333;46.0016156;18;false;false;Cinese;Seamless content-based budgetary management;Diverse client-driven service-desk;[]
314;Conny;US;Krasnotur’insk;424 Eagan Street;59.7513574;60.2055668;58;true;true;Russa;Profit-focused exuding portal;Upgradable incremental frame;[]
315;Corrie;US;Kobylanka;0 Oriole Plaza;53.36117;14.8784944;28;true;true;Italiana;Seamless transitional middleware;Multi-channelled systematic toolset;[]
316;Tadeas;FR;Bukid;2 Vahlen Parkway;14.6921469;120.9617614;35;false;false;Cinese;Cross-platform bandwidth-monitored secured line;User-friendly actuating benchmark;[]
317;Ax;US;Lovas;1 Trailsway Pass;45.2191483;19.1825632;30;false;true;Cinese;Sharable empowering service-desk;Profit-focused discrete instruction set;[]
318;Jamill;US;Syców;39201 Donald Park;51.30787;17.72016;44;true;false;Russa;Assimilated modular monitoring;Optimized regional task-force;[]
319;Stinky;US;Saint-Gratien;50 Village Green Hill;48.9779483;2.2646872;31;true;true;Cinese;Virtual human-resource focus group;Switchable empowering matrix;[]
320;Amitie;US;Heka;883 Bluestem Court;24.4670098;118.0855763;53;false;false;Russa;Open-architected bottom-line open architecture;Compatible directional portal;[]
321;Shena;US;Stockholm;69 Walton Pass;59.3164285;18.0590482;18;true;true;Cinese;Exclusive directional firmware;Mandatory human-resource groupware;[]
322;Christian;US;Karis;1393 Ramsey Court;60.0750723;23.687553;100;false;false;Italiana;Right-sized uniform info-mediaries;Virtual demand-driven middleware;[]
323;Goddard;US;Mabuttal East;56 Waywood Way;18.3721392;121.5111279;51;false;false;Cinese;Digitized dedicated encoding;Realigned neutral projection;[]
324;Ragnar;US;Pallisa;66 Hintze Road;1.1706966;33.7098569;80;true;true;Argentina;Devolved encompassing synergy;Horizontal high-level interface;[]
325;Jeannette;IT;Fuxing;61117 International Plaza;36.639033;114.462061;84;false;true;Italiana;Re-contextualized local neural-net;Virtual zero administration Graphical User Interface;[]
326;Melony;US;Jarry;705 Westerfield Alley;16.2359;-61.558;45;true;true;Cinese;Networked 3rd generation groupware;Reverse-engineered needs-based throughput;[]
327;Mercedes;DE;Cikuray;01612 Manitowish Crossing;-7.3225;107.86;1;false;true;Argentina;Devolved client-driven strategy;Customizable dynamic contingency;[]
328;Dacia;US;Las Toscas;650 Hooker Parkway;-38.6699757;-62.2800813;7;true;true;Russa;Implemented multi-tasking workforce;De-engineered bi-directional superstructure;[]
329;Gearalt;US;Recreio;9 Southridge Road;-21.5320586;-42.4528138;14;false;true;Argentina;Profound encompassing focus group;Public-key demand-driven solution;[]
330;Bryce;US;Marmande;54908 Lillian Place;48.3009689;-1.2836594;85;false;true;Italiana;Multi-tiered analyzing conglomeration;Re-engineered 24 hour matrix;[]
331;Corinne;DE;Mabusag;597 Rockefeller Parkway;17.9333;120.467;73;true;false;Italiana;Optional bifurcated leverage;Open-architected encompassing core;[]
332;Crichton;US;Gabao;68 Vidon Drive;17.2660394;120.4194593;88;true;false;Argentina;Multi-tiered secondary initiative;Object-based zero defect parallelism;[]
333;Shaughn;IT;Gereneng;2 Sutteridge Hill;-8.694019;116.5226451;30;true;true;Russa;Phased mission-critical success;User-friendly 6th generation parallelism;[]
334;Jesse;US;Lilla Edet;731 Debra Drive;58.1456847;12.1337569;73;true;true;Italiana;Organized full-range monitoring;Streamlined tertiary model;[]
335;Humfrey;US;Genova;5 Lunder Parkway;44.4248175;8.9266041;16;true;false;Argentina;Ergonomic mobile Graphic Interface;Multi-lateral fresh-thinking extranet;[]
336;Obadias;DE;Wierzawice;985 Jenifer Terrace;50.242123;22.4674999;28;true;false;Cinese;Right-sized composite hierarchy;Exclusive responsive infrastructure;[]
337;Caron;AT;Dongtucheng;90464 Bunker Hill Trail;39.928353;116.416357;88;false;false;Russa;Face to face 5th generation ability;Implemented discrete alliance;[]
338;Gram;DE;Angono;6696 Westport Avenue;14.5713307;121.0273302;9;false;false;Russa;Expanded modular conglomeration;User-centric neutral instruction set;[]
339;Vite;US;Shemonaīkha;06788 Bowman Trail;50.6276718;81.911898;90;false;true;Russa;Robust zero tolerance circuit;Progressive asynchronous service-desk;[]
340;Katharina;US;Chachoengsao;206 Twin Pines Alley;13.6902068;101.0701959;96;true;false;Cinese;Multi-channelled clear-thinking adapter;Optional neutral synergy;[]
341;Jakie;US;Sumoto;087 Pond Terrace;34.440727;134.9171616;99;true;false;Argentina;Mandatory scalable adapter;Quality-focused holistic complexity;[]
342;Bev;US;Buriwutung;58 1st Terrace;-8.1951368;123.7992536;63;false;false;Italiana;Horizontal zero administration hierarchy;Decentralized attitude-oriented forecast;[]
343;Andromache;FR;Kotakaya Dua;65 Raven Road;-8.2446702;123.1428348;73;true;false;Argentina;Integrated optimizing groupware;Managed client-server superstructure;[]
344;Danit;DE;Plei Kần;295 Packers Place;14.7043324;107.6984879;70;false;false;Argentina;Assimilated explicit workforce;Triple-buffered cohesive parallelism;[]
345;Cherin;US;Češinovo;96 Moland Parkway;41.87148;22.28961;30;false;false;Italiana;Ameliorated systemic budgetary management;Seamless scalable productivity;[]
346;Tad;IT;Kedungbang;29 Swallow Crossing;-6.543601;111.0177251;8;false;false;Russa;Up-sized disintermediate protocol;Function-based fresh-thinking complexity;[]
347;Lilyan;IT;Dalupaon;9 Hollow Ridge Circle;13.573;122.907;46;false;false;Russa;Business-focused dynamic conglomeration;De-engineered exuding array;[]
348;Shaughn;DE;Kiritsy;54627 Rieder Trail;54.2874959;40.3591276;61;true;true;Italiana;Optional national success;Centralized systematic utilisation;[]
349;Lynna;RO;Sampagar;35628 Hollow Ridge Hill;7.5129005;124.9562226;97;true;false;Argentina;Multi-lateral modular architecture;Triple-buffered multi-tasking neural-net;[]
350;Thibaut;US;Pirallahı;51 Sutteridge Court;40.4746848;50.3334447;71;false;false;Italiana;Multi-layered regional data-warehouse;Cloned 6th generation neural-net;[]
351;Sid;US;Annonay;0 Anderson Court;45.288656;4.65065;53;false;true;Cinese;Versatile multimedia parallelism;Re-contextualized full-range intranet;[]
352;Morgana;US;Gizel’;2784 Loeprich Junction;43.0414757;44.5711774;46;false;true;Cinese;Mandatory heuristic software;Re-contextualized 24 hour encryption;[]
353;Audrie;US;Chropyně;5369 Northland Place;49.3564402;17.3645179;32;false;true;Argentina;Extended bottom-line project;Optional interactive artificial intelligence;[]
354;Steward;PL;Priekulė;21 High Crossing Crossing;55.55361;21.32667;59;false;false;Russa;Compatible 6th generation functionalities;Reactive leading edge secured line;[]
355;Catherine;US;Kamenjane;8773 Summer Ridge Trail;41.9432941;20.9481376;17;true;false;Argentina;Compatible holistic standardization;Open-architected bifurcated budgetary management;[]
356;Delila;PT;Yanaul;74 Eastwood Plaza;56.2674828;54.9252541;87;true;true;Argentina;User-friendly systematic strategy;Self-enabling even-keeled circuit;[]
357;Indira;US;Toyama-shi;05 7th Park;36.6728694;137.2123102;94;false;false;Russa;User-friendly discrete solution;Down-sized context-sensitive infrastructure;[]
358;Randene;US;Białobrzegi;97733 Stang Street;50.1063169;22.3570583;5;true;false;Cinese;Fully-configurable clear-thinking website;Organized actuating algorithm;[]
359;Julian;US;Sekarjalak;45959 Oxford Street;-6.612633;111.0631793;76;false;true;Italiana;Persistent hybrid toolset;Innovative maximized analyzer;[]
